season,race_num,race_name,race_date,driver,car,team,team_group,rank,rank_num,grid,laps,time_retired,pts_rank,pts_pole,pts_bonus,points
3,1,2016 Hong Kong,2016-10-09,Maro Engel,5,Venturi,Venturi,9,9,12,45,+30.898,2,0,0,2
3,7,2017 Berlin,2017-06-10,Maro Engel,5,Venturi,Venturi,9,9,11,44,+39.030,2,0,0,2
5,8,2019 Paris,2019-04-27,Felipe Massa,19,Venturi,Venturi,9,9,4,32,+10.522,2,0,0,2
6,3,2020 Santiago,2020-01-18,Felipe Massa,19,Venturi-Mercedes,Venturi,9,9,4,40,+20.430,2,0,0,2
1,2,2014 Putrajaya,2014-11-22,Jaime Alguersuari,3,Virgin Racing,Virgin,9,9,17,31,+20.053,2,0,2,4
5,4,2019 Mexico City,2019-02-16,Sam Bird,2,Virgin-Audi,Virgin,9,9,22,45,+8.356,2,0,0,2
5,10,2019 Berlin,2019-05-25,Sam Bird,2,Virgin-Audi,Virgin,9,9,13,37,+13.153,2,0,0,2
4,2,2017 Hong Kong race 2,2017-12-03,Alex Lynn,36,Virgin-Citroën,Virgin,9,9,5,45,+19.025,2,0,0,2
4,3,2018 Marrakesh,2018-01-13,Alex Lynn,36,Virgin-Citröen,Virgin,9,9,6,33,+33.520,2,0,0,2
4,11,2018 New York City,2018-07-14,Sam Bird,2,Virgin-Citröen,Virgin,9,9,14,43,+6.833,2,0,0,2
3,5,2017 Monaco,2017-05-13,Nico Prost,8,e.Dams-Renault,Nissan-Renault,9,9,18,51,+35.667,2,0,0,2
4,1,2017 Hong Kong,2017-12-02,Nico Prost,8,e.Dams-Renault,Nissan-Renault,9,9,17,43,+24.785,2,0,0,2
6,5,2020 Marrakesh,2020-02-29,Oliver Rowland,22,e.dams-Nissan,Nissan-Renault,9,9,9,34,+20.126,2,0,0,2
1,9,2015 Moscow,2015-06-06,Sébastien Buemi,9,e.dams-Renault,Nissan-Renault,9,9,4,35,+40.0503,2,0,2,4
1,5,2015 Miami,2015-03-14,Salvador Durán,77,Amlin Aguri,Techeetah,10,10,12,39,+24.587s,1,0,0,1
2,1,2015 Beijing,2015-10-24,Robin Frijns,27,Amlin Andretti,BMW-Andretti,10,10,13,26,+1:09.260,1,0,0,1
2,3,2015 Punta del Este,2015-12-19,Robin Frijns,27,Amlin Andretti,BMW-Andretti,10,10,11,33,+1:03.840,1,0,0,1
1,9,2015 Moscow,2015-06-06,Justin Wilson,28,Andretti Autosport,BMW-Andretti,10,10,12,35,+46.320,1,0,0,1
5,5,2019 Hong Kong,2019-03-10,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,10,10,20,36,+6.492,1,0,0,1
6,8,2020 Berlin race 3,2020-08-08,Alexander Sims,27,Andretti-BMW,BMW-Andretti,10,10,16,35,+19.248,1,0,0,1
4,3,2018 Marrakesh,2018-01-13,Daniel Abt,66,Audi,Audi,10,10,8,33,+40.951,1,0,0,1
5,2,2019 Marrakesh,2019-01-12,Daniel Abt,66,Audi,Audi,10,10,16,31,+4.014,1,0,0,1
5,4,2019 Mexico City,2019-02-16,Daniel Abt,66,Audi,Audi,10,10,21,45,+8.438,1,0,0,1
6,6,2020 Berlin,2020-08-05,René Rast,66,Audi,Audi,10,10,13,36,+18.852,1,0,0,1
1,1,2014 Beijing,2014-09-13,Daniel Abt,66,Audi Sport ABT,Audi,10,10,3,25,+1:02.5071,1,0,0,1
1,2,2014 Putrajaya,2014-11-22,Daniel Abt,66,Audi Sport ABT,Audi,10,10,3,31,+45.663,1,0,0,1
2,7,2016 Paris,2016-04-23,Daniel Abt,66,Audi Sport ABT,Audi,10,10,14,45,+9.479,1,0,0,1
3,10,2017 New York City race 2,2017-07-16,Jérôme d'Ambrosio,7,Dragon-Penske,Dragon,10,10,14,49,+72.659,1,0,0,1
4,8,2018 Paris,2018-04-28,José María López,6,Dragon-Penske,Dragon,10,10,10,49,+20.989,1,0,0,1
5,9,2019 Monaco,2019-05-11,José María López,7,Dragon-Penske,Dragon,10,10,9,51,+18.860,1,0,0,1
5,11,2019 Swiss,2019-06-22,Stoffel Vandoorne,5,HWA-Venturi,Mercedes,10,10,15,31,+13.386,1,0,0,1
5,13,2019 New York City race 2,2019-07-14,Gary Paffett,17,HWA-Venturi,Mercedes,10,10,9,36,+12.251,1,0,0,1
3,5,2017 Monaco,2017-05-13,Mitch Evans,20,Jaguar,Jaguar,10,10,14,51,+38.410,1,0,0,1
3,9,2017 New York City,2017-07-15,Adam Carroll,47,Jaguar,Jaguar,10,10,13,43,+12.073,1,0,0,1
5,1,2018 Ad Diriyah,2018-12-15,Nelson Piquet Jr.,3,Jaguar,Jaguar,10,10,15,33,+11.564,1,0,0,1
6,1,2019 Diriyah,2019-11-22,Mitch Evans,20,Jaguar,Jaguar,10,10,16,34,+7.048,1,0,1,2
3,8,2017 Berlin race 2,2017-06-11,Nick Heidfeld,23,Mahindra,Mahindra,10,10,20,46,+35.814,1,0,0,1
4,9,2018 Berlin,2018-05-19,Nick Heidfeld,23,Mahindra,Mahindra,10,10,14,45,+45.931,1,0,0,1
5,3,2019 Santiago,2019-01-26,Jérôme d'Ambrosio,64,Mahindra,Mahindra,10,10,20,36,+46.9845,1,0,0,1
5,7,2019 Rome,2019-04-13,Pascal Wehrlein,94,Mahindra,Mahindra,10,10,14,29,+30.735,1,0,0,1
5,8,2019 Paris,2019-04-27,Pascal Wehrlein,94,Mahindra,Mahindra,10,10,22,32,+10.998,1,0,0,1
5,10,2019 Berlin,2019-05-25,Pascal Wehrlein,94,Mahindra,Mahindra,10,10,10,37,+14.846,1,0,0,1
6,4,2020 Mexico City,2020-02-15,Jérôme d'Ambrosio,64,Mahindra,Mahindra,10,10,23,36,+32.818,1,0,0,1
2,4,2016 Buenos Aires,2016-02-06,Bruno Senna,21,Mahindra Racing,Mahindra,10,10,16,35,+22.456,1,0,0,1
2,5,2016 Mexico City,2016-03-12,Bruno Senna,21,Mahindra Racing,Mahindra,10,10,16,43,+37.603,1,0,0,1
4,1,2017 Hong Kong,2017-12-02,Luca Filippi,68,NIO,NIO-NextEV,10,10,15,43,+25.500,1,0,0,1
5,12,2019 New York City,2019-07-13,Oliver Turvey,16,NIO,NIO-NextEV,10,10,17,36,+25.038,1,0,0,1
7,1,2021 Diriyah,2021-02-26,Oliver Turvey,8,NIO,NIO-NextEV,10,10,13,32,+15.518,1,0,0,1
3,7,2017 Berlin,2017-06-10,Oliver Turvey,88,NextEV NIO,NIO-NextEV,10,10,7,44,+40.985,1,0,0,1
2,10,2016 London race 2,2016-07-03,Oliver Turvey,88,NextEV TCR,NIO-NextEV,10,10,4,33,+1:22.216,1,0,0,1
7,2,2021 Diriyah race 2,2021-02-27,Pascal Wehrlein,99,Porsche,Porsche,10,10,16,29,+25.395,1,0,0,1
2,2,2015 Putrajaya,2015-11-07,Nico Prost,8,Renault e.dams,Nissan-Renault,10,10,5,33,+53.695,1,0,0,1
6,2,2019 Diriyah race 2,2019-11-23,António Félix da Costa,13,Techeetah-DS,Techeetah,10,10,5,30,+22.634,1,0,2,3
6,7,2020 Berlin race 2,2020-08-06,Jean-Éric Vergne,25,Techeetah-DS,Techeetah,10,10,8,38,+20.919,1,0,0,1
3,4,2017 Mexico City,2017-04-01,Esteban Gutiérrez,33,Techeetah-Renault,Techeetah,10,10,9,45,+15.717,1,0,0,1
4,10,2018 Zürich,2018-06-10,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,10,10,17,39,+32.833,1,0,0,1
1,3,2014 Punta del Este,2014-12-13,Nick Heidfeld,23,Venturi,Venturi,10,10,8,31,+10.563,1,0,0,1
1,4,2015 Buenos Aires,2015-01-10,Stéphane Sarrazin,30,Venturi,Venturi,10,10,11,35,+28.973,1,0,0,1
1,6,2015 Long Beach,2015-04-04,Stéphane Sarrazin,30,Venturi,Venturi,10,10,9,39,+20.418s,1,0,0,1
1,7,2015 Monaco,2015-05-09,Nick Heidfeld,23,Venturi,Venturi,10,10,17,47,+52.936,1,0,0,1
2,6,2016 Long Beach,2016-04-02,Mike Conway,12,Venturi,Venturi,10,10,15,41,+10.900,1,0,0,1
2,8,2016 Berlin,2016-05-21,Stéphane Sarrazin,4,Venturi,Venturi,10,10,PL,48,+13.241,1,0,0,1
2,9,2016 London,2016-07-02,Stéphane Sarrazin,4,Venturi,Venturi,10,10,9,33,+15.918,1,0,0,1
3,1,2016 Hong Kong,2016-10-09,Stéphane Sarrazin,4,Venturi,Venturi,10,10,15,45,+31.734,1,0,0,1
3,6,2017 Paris,2017-05-20,Stéphane Sarrazin,4,Venturi,Venturi,10,10,20,49,+34.051,1,0,0,1
3,11,2017 Montreal,2017-07-29,Tom Dillmann,4,Venturi,Venturi,10,10,9,35,+19.320,1,0,0,1
3,12,2017 Montreal race 2,2017-07-30,Tom Dillmann,4,Venturi,Venturi,10,10,7,37,+28.591,1,0,0,1
4,6,2018 Punta del Este,2018-03-17,Maro Engel,5,Venturi,Venturi,10,10,8,37,+26.293,1,0,0,1
4,7,2018 Rome,2018-04-14,Edoardo Mortara,4,Venturi,Venturi,10,10,16,33,+40.739,1,0,0,1
5,6,2019 Sanya,2019-03-23,Felipe Massa,19,Venturi,Venturi,10,10,15,36,+27.739,1,0,0,1
1,10,2015 London,2015-06-27,Stéphane Sarrazin,30,Venturi Grand Prix,Venturi,10,10,14,29,+12.077,1,0,0,1
6,9,2020 Berlin race 4,2020-08-09,Felipe Massa,19,Venturi-Mercedes,Venturi,10,10,6,37,+22.809,1,0,0,1
6,11,2020 Berlin race 6,2020-08-13,Edoardo Mortara,48,Venturi-Mercedes,Venturi,10,10,6,36,+16.154,1,0,0,1
6,3,2020 Santiago,2020-01-18,Sam Bird,2,Virgin-Audi,Virgin,10,10,16,40,+21.780,1,0,1,2
6,5,2020 Marrakesh,2020-02-29,Sam Bird,2,Virgin-Audi,Virgin,10,10,14,34,+20.295,1,0,0,1
3,3,2017 Buenos Aires,2017-02-18,José María López,37,Virgin-Citroën,Virgin,10,10,18,37,+38.206,1,0,0,1
4,5,2018 Mexico City,2018-03-03,Alex Lynn,36,Virgin-Citroën,Virgin,10,10,10,47,+29.515,1,0,0,1
3,2,2016 Marrakesh,2016-11-12,José María López,37,Virgin-Citröen,Virgin,10,10,13,33,,1,0,0,1
4,12,2018 New York City race 2,2018-07-15,Sam Bird,2,Virgin-Citröen,Virgin,10,10,8,43,+32.810,1,0,0,1
4,2,2017 Hong Kong race 2,2017-12-03,Sébastien Buemi,9,e.Dams-Renault,Nissan-Renault,10,10,20,45,+22.139,1,0,0,1
4,4,2018 Santiago,2018-02-03,Nico Prost,8,e.Dams-Renault,Nissan-Renault,10,10,10,37,+21.092,1,0,0,1
4,11,2018 New York City,2018-07-14,Nico Prost,8,e.Dams-Renault,Nissan-Renault,10,10,3,43,+8.389,1,0,0,1
6,10,2020 Berlin race 5,2020-08-12,Sébastien Buemi,23,e.dams-Nissan,Nissan-Renault,10,10,22,36,+19.731,1,0,0,1
1,8,2015 Berlin,2015-05-23,Nico Prost,8,e.dams-Renault,Nissan-Renault,10,10,7,33,+16.602,1,0,0,1
1,11,2015 London race 2,2015-06-28,Nico Prost,8,e.dams-Renault,Nissan-Renault,10,10,15,29,+14.535,1,0,0,1
2,1,2015 Beijing,2015-10-24,Daniel Abt,66,ABT Schaeffler Audi Sport,Audi,11,11,11,26,+1:13.3513,0,0,0,0
1,8,2015 Berlin,2015-05-23,António Félix da Costa,55,Amlin Aguri,Techeetah,11,11,19,33,+16.797,0,0,0,0
2,3,2015 Punta del Este,2015-12-19,Simona de Silvestro,28,Amlin Andretti,BMW-Andretti,11,11,15,32,+1 lap,0,0,0,0
1,10,2015 London,2015-06-27,Simona de Silvestro,28,Andretti Autosport,BMW-Andretti,11,11,17,29,+15.946,0,0,0,0
3,2,2016 Marrakesh,2016-11-12,Robin Frijns,27,Andretti-BMW,BMW-Andretti,11,11,9,33,,0,0,0,0
3,3,2017 Buenos Aires,2017-02-18,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,11,11,17,37,+43.740,0,0,0,0
3,4,2017 Mexico City,2017-04-01,Robin Frijns,27,Andretti-BMW,BMW-Andretti,11,11,14,45,+21.459,0,0,0,0
3,5,2017 Monaco,2017-05-13,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,11,11,163,51,+1:08.330,0,0,0,0
3,8,2017 Berlin race 2,2017-06-11,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,11,11,17,46,+44.057,0,0,0,0
4,2,2017 Hong Kong race 2,2017-12-03,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,11,11,6,45,+23.159,0,0,0,0
4,4,2018 Santiago,2018-02-03,Tom Blomqvist,27,Andretti-BMW,BMW-Andretti,11,11,18,37,+32.924,0,0,0,0
4,6,2018 Punta del Este,2018-03-17,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,11,11,11,37,+27.335,0,0,0,0
4,7,2018 Rome,2018-04-14,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,11,11,20,33,+42.680,0,0,0,0
4,11,2018 New York City,2018-07-14,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,11,11,12,43,+9.114,0,0,0,0
5,11,2019 Swiss,2019-06-22,Alexander Sims,27,Andretti-BMW,BMW-Andretti,11,11,17,31,+14.714,0,0,0,0
6,2,2019 Diriyah race 2,2019-11-23,Maximilian Günther,28,Andretti-BMW,BMW-Andretti,11,11,9,30,+25.3831,0,0,0,0
6,4,2020 Mexico City,2020-02-15,Maximilian Günther,28,Andretti-BMW,BMW-Andretti,11,11,16,36,+35.512,0,0,0,0
6,10,2020 Berlin race 5,2020-08-12,Alexander Sims,27,Andretti-BMW,BMW-Andretti,11,11,15,36,+23.331,0,0,0,0
1,11,2015 London race 2,2015-06-28,Daniel Abt,66,Audi Sport ABT,Audi,11,11,18,29,+23.170,0,0,0,0
1,2,2014 Putrajaya,2014-11-22,Ho-Pin Tung,88,China Racing,NIO-NextEV,11,11,15,31,+55.833,0,0,0,0
1,3,2014 Punta del Este,2014-12-13,Antonio Garcia,88,China Racing,NIO-NextEV,11,11,14,31,+10.594,0,0,0,0
1,4,2015 Buenos Aires,2015-01-10,Ho-Pin Tung,88,China Racing,NIO-NextEV,11,11,15,35,+37.8583,0,0,0,0
2,4,2016 Buenos Aires,2016-02-06,Jean-Éric Vergne,25,DS Virgin Racing,Virgin,11,11,15,35,+24.482,0,0,0,0
2,7,2016 Paris,2016-04-23,Jérôme d'Ambrosio,7,Dragon,Dragon,11,11,11,45,+10.738,0,0,0,0
1,9,2015 Moscow,2015-06-06,Jérôme d'Ambrosio,7,Dragon Racing,Dragon,11,11,5,35,+51.474,0,0,0,0
3,11,2017 Montreal,2017-07-29,Jérôme d'Ambrosio,7,Dragon-Penske,Dragon,11,11,20,35,+20.229,0,0,0,0
4,5,2018 Mexico City,2018-03-03,Jérôme d'Ambrosio,7,Dragon-Penske,Dragon,11,11,14,47,+30.418,0,0,0,0
5,2,2019 Marrakesh,2019-01-12,José María López,7,Dragon-Penske,Dragon,11,11,13,31,+4.528,0,0,0,0
5,5,2019 Hong Kong,2019-03-10,José María López,7,Dragon-Penske,Dragon,11,11,14,36,+7.218,0,0,0,0
5,12,2019 New York City,2019-07-13,Gary Paffett,17,HWA-Venturi,Mercedes,11,11,15,36,+27.831,0,0,0,0
3,10,2017 New York City race 2,2017-07-16,Adam Carroll,47,Jaguar,Jaguar,11,11,18,49,+101.134,0,0,0,0
4,3,2018 Marrakesh,2018-01-13,Mitch Evans,20,Jaguar,Jaguar,11,11,9,33,+46.278,0,0,0,0
5,3,2019 Santiago,2019-01-26,Nelson Piquet Jr.,3,Jaguar,Jaguar,11,11,19,36,+48.635,0,0,0,0
6,11,2020 Berlin race 6,2020-08-13,Mitch Evans,20,Jaguar,Jaguar,11,11,23,36,+16.348,0,0,0,0
4,8,2018 Paris,2018-04-28,Nick Heidfeld,23,Mahindra,Mahindra,11,11,12,49,+21.698,0,0,0,0
4,9,2018 Berlin,2018-05-19,Felix Rosenqvist,19,Mahindra,Mahindra,11,11,6,45,+46.381,0,0,0,0
5,9,2019 Monaco,2019-05-11,Jérôme d'Ambrosio,64,Mahindra,Mahindra,11,11,19,51,+21.488,0,0,0,0
5,13,2019 New York City race 2,2019-07-14,Jérôme d'Ambrosio,64,Mahindra,Mahindra,11,11,16,36,+18.944,0,0,0,0
6,1,2019 Diriyah,2019-11-22,Pascal Wehrlein,94,Mahindra,Mahindra,11,11,13,34,+7.460,0,0,0,0
6,7,2020 Berlin race 2,2020-08-06,Alex Lynn,94,Mahindra,Mahindra,11,11,3,38,+21.288,0,0,0,0
6,5,2020 Marrakesh,2020-02-29,Nyck de Vries,17,Mercedes,Mercedes,11,11,4,34,+20.557,0,0,0,0
2,5,2016 Mexico City,2016-03-12,Oliver Turvey,88,NEXTEV TCR,NIO-NextEV,11,11,15,43,+38.598,0,0,0,0
5,6,2019 Sanya,2019-03-23,Oliver Turvey,16,NIO,NIO-NextEV,11,11,19,36,+31.453,0,0,0,0
6,3,2020 Santiago,2020-01-18,Oliver Turvey,3,NIO,NIO-NextEV,11,11,5,40,+27.778,0,0,0,0
3,1,2016 Hong Kong,2016-10-09,Nelson Piquet Jr.,3,NextEV NIO,NIO-NextEV,11,11,1,45,+35.256,0,3,0,3
3,9,2017 New York City,2017-07-15,Nelson Piquet Jr.,3,NextEV NIO,NIO-NextEV,11,11,7,43,+12.977,0,0,0,0
6,6,2020 Berlin,2020-08-05,Neel Jani,18,Porsche,Porsche,11,11,17,36,+21.039,0,0,0,0
7,2,2021 Diriyah race 2,2021-02-27,André Lotterer,36,Porsche,Porsche,11,11,PL,29,+27.257,0,0,0,0
2,9,2016 London,2016-07-02,Ma Qing Hua,77,Team Aguri,Techeetah,11,11,13,33,+38.400,0,0,0,0
2,10,2016 London race 2,2016-07-03,António Félix da Costa,55,Team Aguri,Techeetah,11,11,14,33,+1:58.32457,0,0,0,0
7,1,2021 Diriyah,2021-02-26,António Félix da Costa,13,Techeetah-DS,Techeetah,11,11,18,32,+16.225,0,0,0,0
3,6,2017 Paris,2017-05-20,Esteban Gutiérrez,33,Techeetah-Renault,Techeetah,11,11,4,49,+36.0914,0,0,0,0
3,7,2017 Berlin,2017-06-10,Stéphane Sarrazin,33,Techeetah-Renault,Techeetah,11,11,12,44,+42.682,0,0,0,0
1,7,2015 Monaco,2015-05-09,Jarno Trulli,10,Trulli,Trulli,11,11,14,47,+58.984,0,0,0,0
1,6,2015 Long Beach,2015-04-04,Nick Heidfeld,23,Venturi,Venturi,11,11,15,39,+21.326s,0,0,0,0
2,2,2015 Putrajaya,2015-11-07,Jacques Villeneuve,12,Venturi,Venturi,11,11,12,33,+58.698,0,0,0,0
4,10,2018 Zürich,2018-06-10,Maro Engel,5,Venturi,Venturi,11,11,18,39,+34.604,0,0,0,0
5,10,2019 Berlin,2019-05-25,Edoardo Mortara,48,Venturi,Venturi,11,11,16,37,+15.377,0,0,0,0
2,8,2016 Berlin,2016-05-21,Sam Bird,2,Virgin,Virgin,11,11,4,47,+1 Lap,0,0,0,0
1,1,2014 Beijing,2014-09-13,Jaime Alguersuari,3,Virgin Racing,Virgin,11,11,6,25,+2:00.6131,0,0,0,0
1,5,2015 Miami,2015-03-14,Jaime Alguersuari,3,Virgin Racing,Virgin,11,11,9,39,+43.883s,0,0,0,0
5,1,2018 Ad Diriyah,2018-12-15,Sam Bird,2,Virgin-Audi,Virgin,11,11,19,33,+11.747,0,0,0,0
5,4,2019 Mexico City,2019-02-16,Robin Frijns,4,Virgin-Audi,Virgin,11,11,20,45,+9.044,0,0,0,0
5,7,2019 Rome,2019-04-13,Sam Bird,2,Virgin-Audi,Virgin,11,11,12,29,+32.272,0,0,0,0
5,8,2019 Paris,2019-04-27,Sam Bird,2,Virgin-Audi,Virgin,11,11,13,32,+11.488,0,0,0,0
6,9,2020 Berlin race 4,2020-08-09,Sam Bird,2,Virgin-Audi,Virgin,11,11,17,37,+22.911,0,0,0,0
2,6,2016 Long Beach,2016-04-02,Nico Prost,8,e.Dams-Renault,Nissan-Renault,11,11,8,41,+11.205,0,0,0,0
3,12,2017 Montreal race 2,2017-07-30,Sébastien Buemi,9,e.Dams-Renault,Nissan-Renault,11,11,13,37,+35.170,0,0,0,0
4,1,2017 Hong Kong,2017-12-02,Sébastien Buemi,9,e.Dams-Renault,Nissan-Renault,11,11,9,43,+26.202,0,0,0,0
4,12,2018 New York City race 2,2018-07-15,Nico Prost,8,e.Dams-Renault,Nissan-Renault,11,11,16,43,+34.100,0,0,0,0
6,8,2020 Berlin race 3,2020-08-08,Sébastien Buemi,23,e.dams-Nissan,Nissan-Renault,11,11,15,35,+20.240,0,0,0,0
1,4,2015 Buenos Aires,2015-01-10,Marco Andretti,28,Andretti,BMW-Andretti,12,12,14,34,+1 lap,0,0,0,0
1,7,2015 Monaco,2015-05-09,Scott Speed,28,Andretti,BMW-Andretti,12,12,15,47,+1:14.1382,0,0,0,0
1,11,2015 London race 2,2015-06-28,Simona de Silvestro,28,Andretti Autosport,BMW-Andretti,12,12,13,29,+24.610,0,0,0,0
3,5,2017 Monaco,2017-05-13,Robin Frijns,27,Andretti-BMW,BMW-Andretti,12,12,12,51,+1:14.053,0,0,0,0
3,9,2017 New York City,2017-07-15,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,12,12,18,43,+13.341,0,0,0,0
4,11,2018 New York City,2018-07-14,Stéphane Sarrazin,27,Andretti-BMW,BMW-Andretti,12,12,17,43,+13.242,0,0,0,0
4,12,2018 New York City race 2,2018-07-15,Stéphane Sarrazin,27,Andretti-BMW,BMW-Andretti,12,12,10,43,+34.594,0,0,0,0
5,11,2019 Swiss,2019-06-22,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,12,12,20,31,+18.9171,0,0,0,0
6,11,2020 Berlin race 6,2020-08-13,Maximilian Günther,28,Andretti-BMW,BMW-Andretti,12,12,18,36,+17.798,0,0,0,0
7,1,2021 Diriyah,2021-02-26,Jake Dennis,27,Andretti-BMW,BMW-Andretti,12,12,14,32,+17.025,0,0,0,0
5,3,2019 Santiago,2019-01-26,Lucas di Grassi,11,Audi,Audi,12,12,22,36,+1:03.5526,0,0,0,0
2,1,2015 Beijing,2015-10-24,Jean-Éric Vergne,25,DS Virgin Racing,Virgin,12,12,5,26,+1:31.040,0,0,0,0
4,5,2018 Mexico City,2018-03-03,José María López,6,Dragon-Penske,Dragon,12,12,13,47,+31.859,0,0,0,0
4,8,2018 Paris,2018-04-28,Jérôme d'Ambrosio,7,Dragon-Penske,Dragon,12,12,7,49,+26.723,0,0,0,0
4,10,2018 Zürich,2018-06-10,José María López,6,Dragon-Penske,Dragon,12,12,8,39,+35.206,0,0,0,0
5,2,2019 Marrakesh,2019-01-12,Maximilian Günther,6,Dragon-Penske,Dragon,12,12,21,31,+6.034,0,0,0,0
5,12,2019 New York City,2019-07-13,José María López,7,Dragon-Penske,Dragon,12,12,7,36,+34.729,0,0,0,0
6,3,2020 Santiago,2020-01-18,Nico Müller,7,Dragon-Penske,Dragon,12,12,19,40,+33.7862,0,0,0,0
6,4,2020 Mexico City,2020-02-15,Brendon Hartley,6,Dragon-Penske,Dragon,12,12,13,36,+36.399,0,0,0,0
6,8,2020 Berlin race 3,2020-08-08,Nico Müller,7,Dragon-Penske,Dragon,12,12,23,35,+20.486,0,0,0,0
5,9,2019 Monaco,2019-05-11,Gary Paffett,17,HWA-Venturi,Mercedes,12,12,17,51,+21.853,0,0,0,0
3,1,2016 Hong Kong,2016-10-09,Adam Carroll,47,Jaguar,Jaguar,12,12,14,45,+43.839,0,0,0,0
3,12,2017 Montreal race 2,2017-07-30,Mitch Evans,20,Jaguar,Jaguar,12,12,17,37,+36.548,0,0,0,0
4,1,2017 Hong Kong,2017-12-02,Mitch Evans,20,Jaguar,Jaguar,12,12,19,43,+34.871,0,0,0,0
4,2,2017 Hong Kong race 2,2017-12-03,Nelson Piquet Jr.,3,Jaguar,Jaguar,12,12,11,45,+27.104,0,0,0,0
4,9,2018 Berlin,2018-05-19,Nelson Piquet Jr.,3,Jaguar,Jaguar,12,12,15,45,+49.087,0,0,0,0
5,7,2019 Rome,2019-04-13,Alex Lynn,3,Jaguar,Jaguar,12,12,21,29,+42.238,0,0,0,0
5,10,2019 Berlin,2019-05-25,Mitch Evans,20,Jaguar,Jaguar,12,12,18,37,+17.688,0,0,0,0
6,7,2020 Berlin race 2,2020-08-06,Mitch Evans,20,Jaguar,Jaguar,12,12,16,38,+22.157,0,0,0,0
6,10,2020 Berlin race 5,2020-08-12,Tom Blomqvist,51,Jaguar,Jaguar,12,12,6,36,+24.807,0,0,0,0
2,7,2016 Paris,2016-04-23,Nick Heidfeld,23,Mahindra,Mahindra,12,12,18,45,+12.453,0,0,2,2
3,4,2017 Mexico City,2017-04-01,Nick Heidfeld,23,Mahindra,Mahindra,12,12,4,45,+27.232,0,0,0,0
5,13,2019 New York City race 2,2019-07-14,Pascal Wehrlein,94,Mahindra,Mahindra,12,12,17,36,+27.144,0,0,0,0
6,6,2020 Berlin,2020-08-05,Alex Lynn,94,Mahindra,Mahindra,12,12,11,36,+21.603,0,0,0,0
1,6,2015 Long Beach,2015-04-04,Karun Chandhok,5,Mahindra Racing,Mahindra,12,12,18,39,+32.917s,0,0,0,0
1,9,2015 Moscow,2015-06-06,Karun Chandhok,5,Mahindra Racing,Mahindra,12,12,16,35,+52.493,0,0,0,0
1,10,2015 London,2015-06-27,Karun Chandhok,5,Mahindra Racing,Mahindra,12,12,16,29,+35.595,0,0,0,0
6,9,2020 Berlin race 4,2020-08-09,Stoffel Vandoorne,5,Mercedes,Mercedes,12,12,20,37,+23.388,0,0,0,0
2,3,2015 Punta del Este,2015-12-19,Oliver Turvey,88,NEXTEV TCR,NIO-NextEV,12,12,10,32,+1 lap,0,0,0,0
2,4,2016 Buenos Aires,2016-02-06,Nelson Piquet Jr.,1,NEXTEV TCR,NIO-NextEV,12,12,9,35,+24.641,0,0,0,0
4,4,2018 Santiago,2018-02-03,Luca Filippi,68,NIO,NIO-NextEV,12,12,PL,37,+44.127,0,0,0,0
4,7,2018 Rome,2018-04-14,Oliver Turvey,16,NIO,NIO-NextEV,12,12,7,33,+48.833,0,0,0,0
5,4,2019 Mexico City,2019-02-16,Oliver Turvey,16,NIO,NIO-NextEV,12,12,10,45,+11.252,0,0,0,0
5,5,2019 Hong Kong,2019-03-10,Tom Dillmann,8,NIO,NIO-NextEV,12,12,11,36,+7.825,0,0,0,0
5,6,2019 Sanya,2019-03-23,Tom Dillmann,8,NIO,NIO-NextEV,12,12,17,36,+32.654,0,0,0,0
3,6,2017 Paris,2017-05-20,Oliver Turvey,88,NextEV NIO,NIO-NextEV,12,12,14,49,+40.0824,0,0,0,0
3,7,2017 Berlin,2017-06-10,Nelson Piquet Jr.,3,NextEV NIO,NIO-NextEV,12,12,13,44,+42.880,0,0,0,0
3,8,2017 Berlin race 2,2017-06-11,Nelson Piquet Jr.,3,NextEV NIO,NIO-NextEV,12,12,18,46,+44.439,0,0,0,0
2,6,2016 Long Beach,2016-04-02,Oliver Turvey,88,NextEV TCR,NIO-NextEV,12,12,13,41,+17.417,0,0,0,0
2,8,2016 Berlin,2016-05-21,Oliver Turvey,88,NextEV TCR,NIO-NextEV,12,12,7,47,+1 Lap,0,0,0,0
2,9,2016 London,2016-07-02,Nelson Piquet Jr.,1,NextEV TCR,NIO-NextEV,12,12,17,33,+52.028,0,0,2,2
2,2,2015 Putrajaya,2015-11-07,Sébastien Buemi,9,Renault e.Dams,Nissan-Renault,12,12,1,33,+1:07.728,0,3,2,5
2,10,2016 London race 2,2016-07-03,Ma Qing Hua,77,Team Aguri,Techeetah,12,12,18,32,+1 Lap,0,0,0,0
